378266867, 47.0
293581823, 24.0
244450327, 18.0
781841438, 17.0
783600700, 36.0
448901193, 48.0
609160903, 52.0
147956312, 21.0
666271032, 44.0
249154646, 20.0
75759123, 35.0
365565784, 41.0
646519839, 16.0
205516454, 117.0
354123652, 24.0
584376395, 54.0
795133382, 36.0
512693293, 79.0
356140956, 17.0
365795174, 23.0
769699660, 16.0
132709700, 26.0
816974367, 24.0
235039916, 40.0
391808501, 18.0
790785421, 23.0
469929651, 22.0
389307783, 21.0
431942408, 39.0
857801112, 25.0
483139191, 16.0
785501290, 16.0
208787120, 18.0
77862502, 66.0
201643712, 24.0
114398228, 18.0
287335403, 42.0
831902554, 46.0
219578311, 17.0
271323901, 16.0
614557300, 56.0
415003236, 21.0
514444405, 19.0
593629568, 23.0
156953529, 18.0
811977345, 23.0
673706691, 28.0
806267627, 23.0
434717440, 49.0
394251670, 16.0
33342225, 19.0
194087292, 32.0
474371755, 45.0
781935732, 39.0
782251092, 17.0
353310713, 22.0
555697128, 16.0
473919174, 16.0
784153670, 16.0
747585139, 12.0
522046945, 19.0
163025590, 16.0
767942343, 24.0
771184371, 21.0
259255415, 18.0
571529493, 17.0
658764869, 105.0
568646370, 18.0
232322768, 24.0
634218180, 26.0
785419738, 71.0
396221590, 83.0
791270437, 17.0
14660562, 31.0
92464780, 17.0
497280691, 21.0
407421785, 124.0
447869346, 16.0
645545325, 16.0
625997399, 19.0
607182638, 33.0
277060515, 49.0
276192087, 15.0
28396180, 40.0
145927060, 16.0
448565659, 60.0
465860845, 37.0
341024634, 37.0
683152274, 18.0
233887451, 20.0
676375419, 18.0
838023903, 29.0
162779805, 48.0
781688248, 47.0
389966862, 28.0
316834259, 41.0
519632331, 28.0
451394002, 25.0
206720871, 23.0
556196368, 18.0
171548928, 24.0
784915955, 16.0
781458856, 21.0
783611275, 26.0
781899228, 52.0
61206764, 26.0
243981760, 18.0
340367109, 20.0
234540725, 21.0
178430448, 16.0
781438400, 16.0
376411449, 27.0
781481411, 18.0
162048752, 23.0
781100502, 20.0
786521529, 36.0
837526193, 21.0
444912095, 16.0
476387131, 19.0
787156362, 28.0
781557238, 49.0
379856320, 64.0
621235811, 32.0
270078844, 21.0
579979767, 16.0
313977311, 16.0
41191710, 24.0
237831491, 20.0
781792759, 14.0
840198523, 27.0
786578832, 14.0
478494705, 20.0
848398820, 14.0
496551661, 26.0
801430716, 115.0
681157600, 20.0
509142309, 24.0
159458047, 17.0
227462667, 16.0
514833706, 149.0
794105053, 16.0
724189346, 22.0
347756339, 56.0
453429388, 24.0
311404804, 30.0
781178138, 9.0
782800190, 21.0
563110407, 34.0
790647994, 89.0
233049727, 20.0
388342968, 16.0
5082066, 100.0
130788456, 20.0
633925219, 16.0
258536644, 16.0
175477210, 30.0
188614799, 47.0
209841, 24.0
749903622, 27.0
4672496, 21.0
200296520, 73.0
231708277, 20.0
488566432, 24.0
154436341, 31.0
352798402, 20.0
829244072, 15.0
359112352, 54.0
709478785, 39.0
577374627, 16.0
275067820, 28.0
769979950, 21.0
470675399, 28.0
784326003, 38.0
232357396, 26.0
532321396, 18.0
321001715, 38.0
163791382, 46.0
228421185, 16.0
522460410, 72.0
783791465, 16.0
713814376, 20.0
265051179, 20.0
289231578, 16.0
303241716, 43.0
422783706, 20.0
28949075, 36.0
781452666, 21.0
185383160, 18.0
804623362, 17.0
377169292, 16.0
380298578, 32.0
580714853, 22.0
196003927, 23.0
288293589, 16.0
307120560, 28.0
527320209, 89.0
454475540, 16.0
140086362, 21.0
202829854, 37.0
584085184, 46.0
161191306, 28.0
283321589, 24.0
791104315, 16.0
599594905, 18.0
677264505, 20.0
396997505, 22.0
826060054, 79.0
173231736, 23.0
195995522, 28.0
807459858, 16.0
364702095, 22.0
219394345, 18.0
7484493, 46.0
471609379, 29.0
85807454, 16.0
309810740, 21.0
512008896, 36.0
252992350, 17.0
834106877, 15.0
240015874, 39.0
215265412, 20.0
462020568, 20.0
150447268, 33.0
351731887, 81.0
730851286, 17.0
134741083, 24.0
134386787, 35.0
781660927, 4.0
357439781, 21.0
259891980, 19.0
543941656, 20.0
73273385, 33.0
323092281, 17.0
830688761, 27.0
383890077, 28.0
221909318, 21.0
511933183, 16.0
190895900, 19.0
791720782, 20.0
178226912, 36.0
49530483, 17.0
9997336, 75.0
193814284, 20.0
760259030, 31.0
347209787, 61.0
491850202, 21.0
691338681, 58.0
149288042, 28.0
238832300, 55.0
718706246, 52.0
433339717, 24.0
85168513, 25.0
154631585, 53.0
784374360, 39.0
425563588, 18.0
238867109, 21.0
358646269, 72.0
786678339, 20.0
378126888, 16.0
41051857, 25.0
214866024, 16.0
100503885, 29.0
84296125, 28.0
404419745, 16.0
669133662, 26.0
6530270, 16.0
192200650, 52.0
126069564, 21.0
274023570, 19.0
788175408, 20.0
805711052, 53.0
770105643, 17.0
263678840, 49.0
780491349, 24.0
547705972, 20.0
788439596, 44.0
341158016, 17.0
781658689, 48.0
361517397, 20.0
133425939, 23.0
790549503, 35.0
60903235, 13.0
402019089, 17.0
232374577, 19.0
226359700, 28.0
481013829, 16.0
577048203, 26.0
487567871, 28.0
472537304, 12.0
368562435, 77.0
150168583, 18.0
333338411, 16.0
284556288, 16.0
428010872, 16.0
95482, 38.0
639955679, 89.0
221624779, 17.0
163980600, 17.0
390917043, 24.0
240435883, 85.0
789430796, 60.0
781855643, 32.0
439277354, 34.0
847486855, 80.0
370733854, 27.0
835542219, 37.0
32814323, 17.0
237259555, 16.0
529949329, 24.0
27438250, 54.0
84736004, 38.0
511685494, 18.0
302225161, 24.0
780757892, 58.0
502604026, 20.0
352448532, 25.0
15750629, 27.0
297649317, 23.0
412231049, 16.0
295531651, 22.0
202766602, 17.0
19006525, 25.0
533426925, 31.0
786105330, 22.0
458425978, 22.0
444022621, 27.0
336730401, 20.0
169234213, 16.0
781829039, 49.0
268309193, 18.0
12848633, 63.0
703759543, 20.0
501700769, 17.0
168105794, 16.0
633723021, 30.0
650525581, 32.0
787520443, 27.0
783688701, 17.0
374696730, 7.0
256938496, 16.0
817309157, 30.0
786475955, 17.0
859471469, 24.0
359696424, 26.0
357310484, 31.0
785152918, 19.0
336531795, 20.0
125049384, 43.0
79980955, 20.0
788777570, 16.0
781939705, 54.0
768501933, 20.0
144600573, 24.0
781011945, 16.0
795273730, 22.0
781339641, 17.0
